order,pair_key,id_query,query,result_index,id_dataset,title
136,40||incidencias_via_publica_resueltas,40,transporte,120,incidencias_via_publica_resueltas,Incidencias en via pública resueltas
137,51||ordenes_mantenimiento_alumbrado_historico,51,paro,103,ordenes_mantenimiento_alumbrado_historico,Ordenes Mantenimiento de Alumbrado (Histórico)
138,32||l01140636-gestion-de-residuos-epremasa1,32,gas,112,l01140636-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
139,40||l01080193-tipos-de-vehiculos-en-las-denuncias-y-sanciones-de-trafico-tramitadas-por-el-institut-municipal-dhisenda-del-ayuntamiento-de-barcelona,40,transporte,74,l01080193-tipos-de-vehiculos-en-las-denuncias-y-sanciones-de-trafico-tramitadas-por-el-institut-municipal-dhisenda-del-ayuntamiento-de-barcelona,Tipos de vehículos en las denuncias y sanciones de tráfico tramitadas por el Institut Municipal d’Hisenda del Ayuntamiento de Barcelona
140,31||ea0042926-categorizacion-con-los-criterios-de-los-ods-de-la-nueva-actividad-directa-del-instituto-de-credito-oficial,31,clima,12,ea0042926-categorizacion-con-los-criterios-de-los-ods-de-la-nueva-actividad-directa-del-instituto-de-credito-oficial,Categorización con los criterios de los ODS de la nueva actividad directa del Instituto de Crédito Oficial
141,100||demografia-extranjeros,100,inmigracion,22,demografia-extranjeros,Población - Personas extranjeras
142,62||l01140155-gestion-de-residuos-epremasa1,62,embalses,95,l01140155-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
143,62||l01140713-gestion-de-residuos-epremasa1,62,embalses,74,l01140713-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
144,76||a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-relacion-con-la-actividad-canarias-2021,76,salud mental,17,a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-relacion-con-la-actividad-canarias-2021,Población de 16 y más años según estado de salud mental y relación con la actividad. Canarias. 2021
145,74||a04027063-indice-de-precios-en-alojamientos-de-turismo-rural-segun-tarifa-illes-balears-y-mes,74,precio,94,a04027063-indice-de-precios-en-alojamientos-de-turismo-rural-segun-tarifa-illes-balears-y-mes,Índex de preus en allotjaments de turisme rural segons tarifa. Illes Balears i mes
146,26||a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,26,accidentes,4,a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,Accidentes de trabajo con baja según sectores económicos y lugares del accidente. Canarias. 1988-2008
147,48||l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,48,carreteras,48,l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,Intensidad Media Diaria (IMD) de tráfico de Tenerife
148,72||a06004074-juegos-de-azar,72,faros,34,a06004074-juegos-de-azar,Juegos de azar
149,103||servicios-cultura,103,bienes de interes cultural,84,servicios-cultura,Equipamientos culturales
150,142||u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,142,estudiantes,85,u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,Estudiantes matriculados por nacionalidad grado 2020-2021
151,80||servicios-deporte,80,deporte,93,servicios-deporte,Equipamientos deportivos
152,133||bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,133,bibliotecas,22,bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,Bibliotecas públicas de la C.A. de Eukadi según territorio histórico.
153,64||a04003003-zonas-interes-minero1,64,farmacias,67,a04003003-zonas-interes-minero1,Zonas interes minero
154,6||turismo-casas-rurales,6,turismo,68,turismo-casas-rurales,Casas rurales turísticas
155,133||l01280796-bibliotecas-especializadas-prestamos-activos1,133,bibliotecas,24,l01280796-bibliotecas-especializadas-prestamos-activos1,Bibliotecas Especializadas. Préstamos activos
156,113||ea0042931-mercado-minorista-de-electricidad-2021t4,113,electricidad,35,ea0042931-mercado-minorista-de-electricidad-2021t4,Mercado minorista de electricidad 2021T4
157,64||a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,64,farmacias,48,a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,"Población total según tipos de medicamentos, consumo de medicamentos y automedicación en las últimas 2 semanas. Canarias. 2004"
158,150||l01280148-subvenciones-convocatorias,150,ayudas,96,l01280148-subvenciones-convocatorias,Subvenciones. Convocatorias
159,104||ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,104,ipc,11,ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,Índices nacionales de grupos especiales. IPC (Identificador API: 76130)
160,90||a06004074-directorio-central-de-empresas-dirce,90,restaurantes,75,a06004074-directorio-central-de-empresas-dirce,Directorio Central de Empresas (DIRCE)
161,10||l01330045-poblacion-total,10,poblacion,50,l01330045-poblacion-total,Población Total
162,112||l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,112,barrios,53,l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,Dimensiones de los conjuntos de datos del Padrón Municipal de habitantes de la ciudad de Barcelona
163,102||l01140207-gestion-de-residuos-epremasa1,102,renfe,114,l01140207-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
164,48||a17002943-vehiculos-para-transporte-de-ganado1,48,carreteras,75,a17002943-vehiculos-para-transporte-de-ganado1,Vehículos para transporte de ganado
165,102||ea0003337-puntos-de-venta-internacionales1,102,renfe,2,ea0003337-puntos-de-venta-internacionales1,Puntos de Venta Internacionales
166,18||l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,18,trafico,83,l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,Reservas de estacionamiento para personas con movilidad reducida
167,150||a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,150,ayudas,12,a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,Población de 6 y más años con limitación de la actividad diaria que necesita ayuda o cuidados de otras personas según recepción de la ayuda necesitada. Grandes comarcas de Canarias. 2018
168,16||l01140575-consumo-de-agua1,16,agua,89,l01140575-consumo-de-agua1,Consumo de agua
169,116||turismo-activo,116,cultura,115,turismo-activo,Turismo Activo
170,76||a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,76,salud mental,3,a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,Residencias comunitarias incluidas en la Red de Salud Mental de Castilla-La Mancha
171,135||a19002898-tramitacion,135,justicia,66,a19002898-tramitacion,Tramitación
172,31||a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,31,clima,7,a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,Clasificación de los principales factores de clima empresarial (ISTAC: CL_ENCUESTAS_FACTORES_CLIMA_EMPRESARIAL)
173,19||presupuesto-ingresos-2018,19,presupuestos,93,presupuesto-ingresos-2018,Presupuesto ingresos 2018
174,10||l01140608-poblacion1,10,poblacion,80,l01140608-poblacion1,Población
175,127||registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,127,fundaciones,4,registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,Registro de Fundaciones de la Comunidad Autónoma de la Región de Murcia
176,126||praias-galegas-con-bandeira-azul-2019,126,banderas azules,4,praias-galegas-con-bandeira-azul-2019,Playas gallegas con bandera azul en 2019
177,150||l01280148-subvenciones-2024,150,ayudas,91,l01280148-subvenciones-2024,Subvenciones 2024
178,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,5,municipios,48,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,"Población de 16 y más años en viviendas familiares no ocupada que cursa estudios y no estudia en su domicilio ni en varios municipios, según medios de desplazamiento, sexos y número de viajes. Municipios por islas de Canarias. 1/11/2001"
179,131||a04003003-caudal-agua-depurada-abaqua1,131,playas,97,a04003003-caudal-agua-depurada-abaqua1,Caudal Agua Depurada ABAQUA
180,84||l01280148-eso-centros-concertados-unidades-2010-20171,84,cnae,82,l01280148-eso-centros-concertados-unidades-2010-20171,ESO. Centros Concertados. Unidades. 2010-2017
181,17||coches-de-alquiler,17,alquiler,18,coches-de-alquiler,Coches de Alquiler
182,83||organizaciones-empresariales,83,cooperativas,12,organizaciones-empresariales,Organizaciones empresariales
183,98||a04003003-equipamiento-sanitario,98,centros de salud,90,a04003003-equipamiento-sanitario,Equipamiento sanitario
184,1||a06004074-poblacion-reclusa,1,aulas hospitalarias andalucia,138,a06004074-poblacion-reclusa,Población reclusa
185,48||l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,48,carreteras,80,l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,Inventario de los separadores de carriles bici de la red de infraestructuras de la ciudad de Barcelona
186,95||i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,95,ventas,131,i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,Contratos por procedimiento con negociado con publicidad
187,25||a01002820-centros-educativos-bilingues-en-andalucia,25,centros educativos,16,a01002820-centros-educativos-bilingues-en-andalucia,Centros educativos bilingües en Andalucía
188,54||l01140288-gestion-de-residuos-epremasa1,54,residuos,108,l01140288-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
189,4||registro_sociedades_laborales,4,empresas,66,registro_sociedades_laborales,Registro Administrativo de Sociedades Laborales
190,118||a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,118,hospitales,5,a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,Población de 16 y más años que ha sido atendida en un hospital de día en los últimos 12 meses según calidad de la atención recibida en los hospitales de día públicos o concertados y grupos de edad. Canarias. 2021
191,103||i00000687-bienes-e-inmuebles1,103,bienes de interes cultural,59,i00000687-bienes-e-inmuebles1,Bienes e Inmuebles
192,22||l01280148-registro-de-entrada-unidades-administrativas-2010,22,provincias,80,l01280148-registro-de-entrada-unidades-administrativas-2010,Registro de entrada. Unidades administrativas. 2010
193,38||a06004074-relieve,38,catastro,52,a06004074-relieve,Relieve
194,31||101017,31,clima,90,101017,Días de nieve por observatorios
195,41||l01030092-bajas-en-padron,41,aemet,55,l01030092-bajas-en-padron,Bajas en padrón
196,135||l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,135,justicia,60,l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,Bienestar Social: Asesoría Jurídica. Edades de los usuarios atendidos 2016
197,15||l01140410-flota-de-vehiculos-municipales1,15,vehiculos,75,l01140410-flota-de-vehiculos-municipales1,Flota de vehículos municipales
198,116||l02000006-centros-culturales-de-la-provincia-de-badajoz,116,cultura,77,l02000006-centros-culturales-de-la-provincia-de-badajoz,Centros Culturales
199,150||l01140410-subvenciones1,150,ayudas,61,l01140410-subvenciones1,Subvenciones
200,57||l01030092-altas-en-padron,57,festivos,110,l01030092-altas-en-padron,Altas en padrón
201,13||l01290672-relacion-alfabetica-de-calles,13,codigos postales,3,l01290672-relacion-alfabetica-de-calles,Relación alfabética de calles por código postal
202,73||ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,73,hoteles,12,ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,Hoteles y alojamientos similares (Grupo 551 CNAE-2009) (principales empresas): por desglose de la cifra de negocios según el tipo de cliente. (Identificador API: 67509)
203,42||l01140713-elecciones1,42,elecciones,69,l01140713-elecciones1,Elecciones
204,103||a04003003-equipamiento-educativo,103,bienes de interes cultural,122,a04003003-equipamiento-educativo,Equipamiento educativo
205,142||e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,142,estudiantes,15,e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,"Número de estudiantes extranjeros en el Sistema Universitario Español (SUE) incluidos los provenientes por programas de movilidad por tipo y modalidad de la universidad, país de nacionalidad, sexo y tipo de estudiante"
206,102||l01140713-gestion-de-residuos-epremasa1,102,renfe,110,l01140713-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
207,39||ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,39,empleo,27,ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,Motivo por el que considera que no encuentra empleo por sexo. Población de 16 y más años con discapacidad que está buscando empleo. (Identificador API: 51886)
208,125||familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,125,renta,42,familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,"Familias por decil de renta familiar de la C.A. de Euskadi, según territorio histórico y sexo de la persona perceptora principal (%)."
209,104||incidencias_via_publica_resueltas,104,ipc,116,incidencias_via_publica_resueltas,Incidencias en via pública resueltas
210,98||u01600001-listado-de-centros,98,centros de salud,124,u01600001-listado-de-centros,Listado de centros
211,127||a03002951-registro-fundaciones-docentes-culturales-asturias,127,fundaciones,3,a03002951-registro-fundaciones-docentes-culturales-asturias,Registro de fundaciones docentes y culturales del Principado de Asturias
212,46||oai-zaguan-unizar-es-95026,46,calidad del aire,78,oai-zaguan-unizar-es-95026,"Zaragoza, Historic air quality sensor raw observations (2019-12)"
213,95||l01280148-contratos-menores-2023,95,ventas,115,l01280148-contratos-menores-2023,Contratos Menores 2023
214,57||a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,57,festivos,22,a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,Calendario de festivos en comunidad de Aragón 2014
215,91||a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,91,contaminacion,14,a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,Conceptos operacionales de la Estadística de Calidad del Aire en Canarias (ISTAC: CSO_E23041B)
216,42||a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,42,elecciones,43,a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,Resultados de elecciones Municipales según candidaturas. Canarias hasta escala de secciones electorales. Elecciones de 22 de mayo de 2011
217,63||ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,63,pib,4,ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,Agenda 2030 ODS - Tasa de crecimiento del PIB generado por el turismo (Identificador API: 180:8)
218,141||l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,141,curvas de nivel,86,l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,Inventario de estacionamientos reservados de la red de infraestructuras de la ciudad de Barcelona
219,80||l01280148-abonos-deportivos-3-trimestre-2017,80,deporte,90,l01280148-abonos-deportivos-3-trimestre-2017,Abonos Deportivos. 3º Trimestre 2017
220,94||u01200001-estudiantes-matriculados-grado-2023-2024,94,colegios,99,u01200001-estudiantes-matriculados-grado-2023-2024,Estudiantes matriculados Grado 2023/2024
221,58||ea0010587-delitos-segun-sexo-cona-identificador-api-26022,58,delitos,21,ea0010587-delitos-segun-sexo-cona-identificador-api-26022,Delitos según sexo. CONA (Identificador API: 26022)
222,47||l01280148-callejero-coordenadas-calles,47,callejero,3,l01280148-callejero-coordenadas-calles,Callejero. Coordenadas calles
223,141||l03380010-zona-de-flujo-preferente-0006,141,curvas de nivel,141,l03380010-zona-de-flujo-preferente-0006,ZONA DE FLUJO PREFERENTE 0006
224,59||l01140364-adjudicatarios-de-obras1,59,licitaciones,59,l01140364-adjudicatarios-de-obras1,Adjudicatarios de obras
225,83||registro_cooperativas,83,cooperativas,7,registro_cooperativas,Registro de Cooperativas
226,104||a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,104,ipc,68,a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,Uso de ordenador en los últimos 3 meses según frecuencias de uso por islas de Canarias. 2010
227,39||a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,39,empleo,99,a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,Personal de la empresa: Ocupación y formación en TIC según agrupaciones de actividad (CNAE-93) en Canarias. 2006
228,90||l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,90,restaurantes,7,l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,Listado de equipamientos de restaurantes de la ciudad de Barcelona
229,68||l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,68,ayuntamientos,30,l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,Variaciones en el Padrón Municipal de Habitantes del Ayuntamiento de Mendaro - Ayuntamiento de Mendaro
230,24||u01600001-tesis-dirigidas-en-la-uc,24,universidades,72,u01600001-tesis-dirigidas-en-la-uc,Tesis dirigidas en la UC
231,86||ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,86,agricultura,114,ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,Aprovechamiento de las tierras labradas en regadío (Identificador API: /t01/p044/a2016/ccaa05/l0/0105.px)
232,80||l01280148-cursillos-deportivos-1-trimestre-20181,80,deporte,76,l01280148-cursillos-deportivos-1-trimestre-20181,Cursillos Deportivos. 1º Trimestre 2018
233,42||a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,42,elecciones,19,a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,Resultados de elecciones al Senado según candidaturas. Canarias hasta escala de municipios. Elecciones de 9 de marzo de 2008
234,109||ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,109,defunciones,124,ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,"Defunciones por causas (lista reducida), sexo y nacionalidad. ECM (Identificador API: /t15/p417/a2007/l0/01002b.px)"
235,1||institutos-lorca,1,aulas hospitalarias andalucia,120,institutos-lorca,Institutos de secundaria
236,121||a06004074-registro-central-de-personal,121,matriculaciones,37,a06004074-registro-central-de-personal,Registro central de personal
237,140||l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,140,cartografia,31,l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,Inventario de las especies de arbolado del Atlas de la Biodiversidad de la ciudad de Barcelona
238,108||a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,108,censo,77,a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,Conceptos de medida de la Estadística de Encuesta sobre el Gasto Turístico de Canarias (ISTAC: CSM_C00028A)
239,22||datos-de-entidades-menores,22,provincias,66,datos-de-entidades-menores,Datos de Entidades Menores en administraciones locales de Aragón
240,10||l02000014-poblacion-por-unidad-poblacional1,10,poblacion,45,l02000014-poblacion-por-unidad-poblacional1,Población por unidad poblacional
241,111||101018,111,precipitacion,62,101018,Días de granizo por observatorios
242,22||ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,22,provincias,10,ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,Tabla 15. Consumos por provincias y segmento de mercado. Por provincia y último año
243,1||ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,1,aulas hospitalarias andalucia,12,ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,Altas hospitalarias y estancias causadas según el sexo y el diagnóstico principal. (Identificador API: 74875)
244,126||l01290672-zona-de-bajas-emisiones-cabinas,126,banderas azules,40,l01290672-zona-de-bajas-emisiones-cabinas,Zona de bajas emisiones: cabinas
245,66||consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,66,consumo,26,consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,Consumo semanal de las familias de la C.A. de Euskadi y proporción de familias consumidoras (en el mes) por tamaño de familia y tipo de producto.
246,150||l01140023-subvenciones1,150,ayudas,68,l01140023-subvenciones1,Subvenciones
247,121||u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,121,matriculaciones,103,u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,Estudiantes matriculados por nacionalidad máster 2023-2024
248,101||estadistica-de-contratos-menores-por-ejercicio,101,contratos,32,estadistica-de-contratos-menores-por-ejercicio,Estadística de contratos menores por ejercicio
249,65||l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,65,calendario,91,l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,Registro entrada. Nº registros / fecha. 1º Trimestre 2024
250,105||a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,105,libros,75,a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,Altas de fondos en bibliotecas. Islas de Canarias. 2006-2018
251,71||602033,71,covid,126,602033,Abortos voluntarios por motivo de la interrupción
252,141||a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,141,curvas de nivel,73,a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,Incidencias en la red de carreteras titularidad de la Junta de Castilla y León
253,68||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,68,ayuntamientos,91,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,Tipologías de las placas fotovoltaicas municipales en la ciudad de Barcelona
254,49||a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,49,calendario laboral,59,a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,Accidentes de trabajo con baja en jornada de trabajo según tipos de contrato y sexos. Canarias. 1988-2008
255,131||l01140305-zonas-ajardinadas,131,playas,113,l01140305-zonas-ajardinadas,Zonas ajardinadas
256,95||l01140425-mercados-municipales,95,ventas,53,l01140425-mercados-municipales,Mercados municipales
257,76||a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,76,salud mental,33,a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,Población de 16 y más años según estado de salud mental y clases sociales basadas en la ocupación de la persona de referencia. Canarias. 2021
258,57||calendario-de-festivos-en-comunidad-de-aragon-2025,57,festivos,6,calendario-de-festivos-en-comunidad-de-aragon-2025,Calendario de festivos en comunidad de Aragón 2025
259,105||a01002820-publicaciones-de-la-junta-de-andalucia,105,libros,49,a01002820-publicaciones-de-la-junta-de-andalucia,Publicaciones de la Junta de Andalucía
260,35||l01280148-relacion-subvenciones-asociaciones-2011,35,asociaciones,47,l01280148-relacion-subvenciones-asociaciones-2011,Relación subvenciones asociaciones. 2011
261,139||l01380380-instalaciones-culturales1,139,arqueologia,31,l01380380-instalaciones-culturales1,Instalaciones culturales
262,31||l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,31,clima,23,l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,Red de refugios climáticos en la ciudad de Barcelona
263,114||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,114,movilidad,74,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,Padrón de vehículos. Tipología del parque de vehículos de la ciudad de Barcelona
264,13||l01140235-gestion-de-residuos-epremasa1,13,codigos postales,127,l01140235-gestion-de-residuos-epremasa1,Gestión de residuos EPREMASA
265,68||l01280148-secciones-censales-del-municipio,68,ayuntamientos,101,l01280148-secciones-censales-del-municipio,Secciones censales del municipio
266,90||cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,90,restaurantes,14,cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,Cafeterías y restaurantes en la Comunidad Autónoma de Aragón
267,45||a04003003-punto-de-recarga-de-vehiculos-electricos1,45,incendios,94,a04003003-punto-de-recarga-de-vehiculos-electricos1,Punto de recarga de vehículos eléctricos
