annotator,pair_key,id_query,id_dataset,main_resource,scope,supporting_field,quote,reason,relevance
humano_2,26||a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,26,a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,accidentes,,title,Accidentes de trabajo,subtype,true
humano_2,48||l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,48,l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,carreteras,,description,tráfico en la red de carreteras,subtype,true
humano_2,72||a06004074-juegos-de-azar,72,a06004074-juegos-de-azar,faros,,,,unrelated,false
humano_2,103||servicios-cultura,103,servicios-cultura,bienes de interes cultural,,title,Equipamientos culturales,subtype,true
humano_2,142||u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,142,u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,estudiantes,,title,Estudiantes matriculados,direct_match,true
humano_2,80||servicios-deporte,80,servicios-deporte,deporte,,title,Equipamientos deportivos,direct_match,true
humano_2,133||bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,133,bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,bibliotecas,,title,Bibliotecas públicas,direct_match,true
humano_2,64||a04003003-zonas-interes-minero1,64,a04003003-zonas-interes-minero1,farmacias,,,,unrelated,false
humano_2,6||turismo-casas-rurales,6,turismo-casas-rurales,turismo,,title,turísticas,subtype,true
humano_2,133||l01280796-bibliotecas-especializadas-prestamos-activos1,133,l01280796-bibliotecas-especializadas-prestamos-activos1,bibliotecas,,title,Bibliotecas,direct_match,true
humano_2,113||ea0042931-mercado-minorista-de-electricidad-2021t4,113,ea0042931-mercado-minorista-de-electricidad-2021t4,electricidad,,title,Mercado minorista de electricidad,direct_match,true
humano_2,64||a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,64,a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,farmacias,,,,generic,false
humano_2,150||l01280148-subvenciones-convocatorias,150,l01280148-subvenciones-convocatorias,ayudas,,title,Subvenciones,direct_match,true
humano_2,104||ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,104,ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,ipc,,title,IPC,direct_match,true
humano_2,90||a06004074-directorio-central-de-empresas-dirce,90,a06004074-directorio-central-de-empresas-dirce,restaurantes,,,,unrelated,false
humano_2,10||l01330045-poblacion-total,10,l01330045-poblacion-total,poblacion,,title,Población,direct_match,true
humano_2,112||l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,112,l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,barrios,,,,generic,false
humano_2,102||l01140207-gestion-de-residuos-epremasa1,102,l01140207-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false
humano_2,48||a17002943-vehiculos-para-transporte-de-ganado1,48,a17002943-vehiculos-para-transporte-de-ganado1,carreteras,,,,unrelated,false
humano_2,102||ea0003337-puntos-de-venta-internacionales1,102,ea0003337-puntos-de-venta-internacionales1,renfe,,,,unrelated,false
humano_2,18||l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,18,l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,trafico,,,,generic,false
humano_2,150||a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,150,a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,ayudas,,title,necesita ayuda o cuidados,subtype,true
humano_2,16||l01140575-consumo-de-agua1,16,l01140575-consumo-de-agua1,agua,,title,Consumo de agua,direct_match,true
humano_2,116||turismo-activo,116,turismo-activo,cultura,,,,generic,false
humano_2,76||a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,76,a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,salud mental,,title,Salud Mental,subtype,true
humano_2,135||a19002898-tramitacion,135,a19002898-tramitacion,justicia,,content,sanciones,subtype,true
humano_2,31||a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,31,a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,clima,,,,unrelated,false
humano_2,19||presupuesto-ingresos-2018,19,presupuesto-ingresos-2018,presupuestos,,title,Presupuesto,direct_match,true
humano_2,10||l01140608-poblacion1,10,l01140608-poblacion1,poblacion,,title,Población,direct_match,true
humano_2,127||registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,127,registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,fundaciones,,title,Fundaciones,direct_match,true
humano_2,126||praias-galegas-con-bandeira-azul-2019,126,praias-galegas-con-bandeira-azul-2019,banderas azules,,title,Playas gallegas con bandera azul,direct_match,true
humano_2,150||l01280148-subvenciones-2024,150,l01280148-subvenciones-2024,ayudas,,title,Subvenciones,direct_match,true
humano_2,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,5,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,municipios,municipios,title,municipios,subtype,true
humano_2,131||a04003003-caudal-agua-depurada-abaqua1,131,a04003003-caudal-agua-depurada-abaqua1,playas,,,,unrelated,false
humano_2,84||l01280148-eso-centros-concertados-unidades-2010-20171,84,l01280148-eso-centros-concertados-unidades-2010-20171,cnae,,,,unrelated,false
humano_2,17||coches-de-alquiler,17,coches-de-alquiler,alquiler,,title,Coches de Alquiler,subtype,true
humano_2,83||organizaciones-empresariales,83,organizaciones-empresariales,cooperativas,,title,Organizaciones empresariales,direct_match,true
humano_2,98||a04003003-equipamiento-sanitario,98,a04003003-equipamiento-sanitario,centros de salud,,title,Equipamiento sanitario,subtype,true
humano_2,1||a06004074-poblacion-reclusa,1,a06004074-poblacion-reclusa,aulas hospitalarias andalucia,,,,unrelated,false
humano_2,48||l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,48,l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,carreteras,,title,carriles bici de la red de infraestructuras,subtype,true
humano_2,95||i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,95,i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,ventas,,title,Contratos,subtype,true
humano_2,25||a01002820-centros-educativos-bilingues-en-andalucia,25,a01002820-centros-educativos-bilingues-en-andalucia,centros educativos,,title,Centros educativo,direct_match,true
humano_2,54||l01140288-gestion-de-residuos-epremasa1,54,l01140288-gestion-de-residuos-epremasa1,residuos,,title,Gestión de residuos,direct_match,true
humano_2,4||registro_sociedades_laborales,4,registro_sociedades_laborales,empresas,,description,sociedades laborales,direct_match,true
humano_2,118||a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,118,a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,hospitales,,title,Población de 16 y más años que ha sido atendida en un hospital de día,subtype,true
humano_2,103||i00000687-bienes-e-inmuebles1,103,i00000687-bienes-e-inmuebles1,bienes de interes cultural,,,,unrelated,false
humano_2,22||l01280148-registro-de-entrada-unidades-administrativas-2010,22,l01280148-registro-de-entrada-unidades-administrativas-2010,provincias,provincias,title,Unidades administrativas,subtype,true
humano_2,38||a06004074-relieve,38,a06004074-relieve,catastro,,,,unrelated,false
humano_2,31||101017,31,101017,clima,,title,Días de nieve,subtype,true
humano_2,41||l01030092-bajas-en-padron,41,l01030092-bajas-en-padron,aemet,,,,unrelated,false
humano_2,135||l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,135,l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,justicia,,title,Asesoría Jurídica,subtype,true
humano_2,15||l01140410-flota-de-vehiculos-municipales1,15,l01140410-flota-de-vehiculos-municipales1,vehiculos,,title,vehículos municipales,direct_match,true
humano_2,116||l02000006-centros-culturales-de-la-provincia-de-badajoz,116,l02000006-centros-culturales-de-la-provincia-de-badajoz,cultura,,title,Centros Culturales,direct_match,true
humano_2,150||l01140410-subvenciones1,150,l01140410-subvenciones1,ayudas,,title,Subvenciones,direct_match,true
humano_2,57||l01030092-altas-en-padron,57,l01030092-altas-en-padron,festivos,,,,unrelated,false
humano_2,13||l01290672-relacion-alfabetica-de-calles,13,l01290672-relacion-alfabetica-de-calles,codigos postales,,title,por código postal,subtype,true
humano_2,73||ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,73,ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,hoteles,,title,Hoteles,direct_match,true
humano_2,42||l01140713-elecciones1,42,l01140713-elecciones1,elecciones,,title,Elecciones,direct_match,true
humano_2,103||a04003003-equipamiento-educativo,103,a04003003-equipamiento-educativo,bienes de interes cultural,,,,unrelated,false
humano_2,142||e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,142,e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,estudiantes,,title,estudiantes extranjeros,direct_match,true
humano_2,102||l01140713-gestion-de-residuos-epremasa1,102,l01140713-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false
humano_2,39||ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,39,ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,empleo,,title,no encuentra empleo,subtype,true
humano_2,125||familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,125,familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,renta,,title,renta,direct_match,true
humano_2,104||incidencias_via_publica_resueltas,104,incidencias_via_publica_resueltas,ipc,,,,unrelated,false
humano_2,98||u01600001-listado-de-centros,98,u01600001-listado-de-centros,centros de salud,,,,unrelated,false
humano_2,127||a03002951-registro-fundaciones-docentes-culturales-asturias,127,a03002951-registro-fundaciones-docentes-culturales-asturias,fundaciones,,title,fundaciones,subtype,true
humano_2,46||oai-zaguan-unizar-es-95026,46,oai-zaguan-unizar-es-95026,calidad del aire,,title,air quality,direct_match,true
humano_2,95||l01280148-contratos-menores-2023,95,l01280148-contratos-menores-2023,ventas,,title,Contratos Menores,direct_match,true
humano_2,57||a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,57,a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,festivos,,title,Calendario de festivos,direct_match,true
humano_2,91||a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,91,a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,contaminacion,,title,Calidad del Aire,direct_match,true
humano_2,42||a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,42,a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,elecciones,,title,Resultados de elecciones,direct_match,true
humano_2,63||ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,63,ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,pib,,title,PIB,direct_match,true
humano_2,141||l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,141,l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,curvas de nivel,,,,unrelated,false
humano_2,80||l01280148-abonos-deportivos-3-trimestre-2017,80,l01280148-abonos-deportivos-3-trimestre-2017,deporte,,title,Abonos Deportivos,subtype,true
humano_2,94||u01200001-estudiantes-matriculados-grado-2023-2024,94,u01200001-estudiantes-matriculados-grado-2023-2024,colegios,,title,Estudiantes matriculados,subtype,true
humano_2,58||ea0010587-delitos-segun-sexo-cona-identificador-api-26022,58,ea0010587-delitos-segun-sexo-cona-identificador-api-26022,delitos,,title,Delitos,direct_match,true
humano_2,47||l01280148-callejero-coordenadas-calles,47,l01280148-callejero-coordenadas-calles,callejero,,title,Callejero,direct_match,true
humano_2,141||l03380010-zona-de-flujo-preferente-0006,141,l03380010-zona-de-flujo-preferente-0006,curvas de nivel,,,,unrelated,false
humano_2,59||l01140364-adjudicatarios-de-obras1,59,l01140364-adjudicatarios-de-obras1,licitaciones,,description,adjudicatarios de licitaciones,direct_match,true
humano_2,83||registro_cooperativas,83,registro_cooperativas,cooperativas,,title,Cooperativas,direct_match,true
humano_2,104||a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,104,a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,ipc,,,,unrelated,false
humano_2,39||a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,39,a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,empleo,,title,Ocupación,subtype,true
humano_2,90||l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,90,l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,restaurantes,,title,equipamientos de restaurantes,subtype,true
humano_2,68||l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,68,l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,ayuntamientos,,title,Habitantes del Ayuntamiento,subtype,true
humano_2,24||u01600001-tesis-dirigidas-en-la-uc,24,u01600001-tesis-dirigidas-en-la-uc,universidades,,title,Tesis dirigidas en la UC,subtype,true
humano_2,86||ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,86,ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,agricultura,,title,Aprovechamiento de las tierras labrada,direct_match,true
humano_2,80||l01280148-cursillos-deportivos-1-trimestre-20181,80,l01280148-cursillos-deportivos-1-trimestre-20181,deporte,,title,Cursillos Deportivos,direct_match,true
humano_2,42||a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,42,a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,elecciones,,title,Resultados de elecciones,direct_match,true
humano_2,109||ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,109,ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,defunciones,,title,Defunciones,direct_match,true
humano_2,1||institutos-lorca,1,institutos-lorca,aulas hospitalarias andalucia,,,,unrelated,false
humano_2,121||a06004074-registro-central-de-personal,121,a06004074-registro-central-de-personal,matriculaciones,,,,unrelated,false
humano_2,140||l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,140,l01080193-inventario-de-las-especies-de-arbolado-del-atlas-de-la-biodiversidad-de-la-ciudad-de-barcelona,cartografia,,,,unrelated,false
humano_2,108||a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,108,a05003423-conceptos-de-medida-de-la-estadistica-de-encuesta-sobre-el-gasto-turistico-de-canarias-istac-csm_c00028a,censo,,,,unrelated,false
humano_2,22||datos-de-entidades-menores,22,datos-de-entidades-menores,provincias,provincias,title,Entidades Menores en administraciones locales de Aragón,subtype,true
humano_2,10||l02000014-poblacion-por-unidad-poblacional1,10,l02000014-poblacion-por-unidad-poblacional1,poblacion,,title,Población,direct_match,true
humano_2,111||101018,111,101018,precipitacion,,title,Días de granizo,subtype,true
humano_2,22||ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,22,ea0042931-tabla-15-consumos-por-provincias-y-segmento-de-mercado-por-provincia-y-ultimo-ano,provincias,provincias,title,Por provincia,subtype,true
humano_2,1||ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,1,ea0010587-altas-hospitalarias-y-estancias-causadas-segun-el-sexo-y-el-diagnostico-principal-identificador-api-74875,aulas hospitalarias,andalucia,,,unrelated,false
humano_2,126||l01290672-zona-de-bajas-emisiones-cabinas,126,l01290672-zona-de-bajas-emisiones-cabinas,banderas azules,,,,unrelated,false
humano_2,66||consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,66,consumo-semanal-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-en-el-mes-por-tamano-de-familia-y-tipo-de-producto,consumo,,title,Consumo semanal,direct_match,true
humano_2,150||l01140023-subvenciones1,150,l01140023-subvenciones1,ayudas,,title,Subvenciones,direct_match,true
humano_2,121||u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,121,u01200001-estudiantes-matriculados-por-nacionalidad-master-2023-2024,matriculaciones,,title,Estudiantes matriculados,direct_match,true
humano_2,101||estadistica-de-contratos-menores-por-ejercicio,101,estadistica-de-contratos-menores-por-ejercicio,contratos,,title,Estadística de contratos,direct_match,true
humano_2,65||l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,65,l01280148-registro-entrada-n-registros-fecha-1-trimestre-2024,calendario,,title,Registro entrada. Nº registros / fecha,subtype,true
humano_2,105||a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,105,a05003423-altas-de-fondos-en-bibliotecas-islas-de-canarias-y-anos,libros,,title,Altas de fondos en bibliotecas,subtype,true
humano_2,71||602033,71,602033,covid,,,,unrelated,false
humano_2,141||a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,141,a07002862-incidencias-en-la-red-de-carreteras-titularidad-de-la-junta-de-castilla-y-leon1,curvas de nivel,,,,unrelated,false
humano_2,68||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,68,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,ayuntamientos,,,,unrelated,false
humano_2,49||a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,49,a05003423-accidentes-de-trabajo-con-baja-en-jornada-de-trabajo-segun-tipos-de-contrato-y-sexos-canarias-y-anos,calendario laboral,,,,unrelated,false
humano_2,131||l01140305-zonas-ajardinadas,131,l01140305-zonas-ajardinadas,playas,,,,unrelated,false
humano_2,95||l01140425-mercados-municipales,95,l01140425-mercados-municipales,ventas,,title,Mercados municipales,subtype,true
humano_2,76||a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,76,a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-clases-sociales-basadas-en-la-ocupacion-de-la-persona-de-referencia-canarias-2021,salud mental,,title,salud mental,subtype,true
humano_2,57||calendario-de-festivos-en-comunidad-de-aragon-2025,57,calendario-de-festivos-en-comunidad-de-aragon-2025,festivos,,title,Calendario de festivos,direct_match,true
humano_2,105||a01002820-publicaciones-de-la-junta-de-andalucia,105,a01002820-publicaciones-de-la-junta-de-andalucia,libros,,description,"Catálogo colectivo de libros, revistas y otras publicaciones",direct_match,true
humano_2,35||l01280148-relacion-subvenciones-asociaciones-2011,35,l01280148-relacion-subvenciones-asociaciones-2011,asociaciones,,title,asociaciones,direct_match,true
humano_2,139||l01380380-instalaciones-culturales1,139,l01380380-instalaciones-culturales1,arqueologia,,title,Instalaciones culturales,subtype,true
humano_2,31||l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,31,l01080193-red-de-refugios-climaticos-en-la-ciudad-de-barcelona,clima,,title,refugios climáticos,subtype,true
humano_2,114||l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,114,l01080193-tipologia-del-parque-de-vehiculos-de-la-ciudad-de-barcelona,movilidad,,title,Padrón de vehículos.,subtype,true
humano_2,13||l01140235-gestion-de-residuos-epremasa1,13,l01140235-gestion-de-residuos-epremasa1,codigos postales,,,,unrelated,false
humano_2,68||l01280148-secciones-censales-del-municipio,68,l01280148-secciones-censales-del-municipio,ayuntamientos,,title,Secciones censales del municipio,subtype,true
humano_2,90||cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,90,cafeterias-y-restaurantes-en-la-comunidad-autonoma-de-aragon,restaurantes,,title,Cafeterías y restaurantes,direct_match,true
humano_2,45||a04003003-punto-de-recarga-de-vehiculos-electricos1,45,a04003003-punto-de-recarga-de-vehiculos-electricos1,incendios,,,,unrelated,false
humano_2,71||a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,71,a04003003-datos-covid-19-vacunaciones-dosis-adicionales-illes-balears1,covid,,title,Datos COVID-19,direct_match,true
humano_2,136||l01360577-museos-de-vigo,136,l01360577-museos-de-vigo,museos,,title,Museos,direct_match,true
humano_2,53||l02000008-equipamientos-deportivos-locales,53,l02000008-equipamientos-deportivos-locales,futbol,,description,instalaciones de diversos tipos (pistas,subtype,true
humano_2,116||asociaciones-culturales,116,asociaciones-culturales,cultura,,title,Asociaciones culturales,subtype,true
humano_2,89||801195,89,801195,cancer,,,,unrelated,false
humano_2,38||l01280148-catastro-urbano-1988,38,l01280148-catastro-urbano-1988,catastro,,title,Planos Catastro,direct_match,true
humano_2,1||ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,1,ea0010587-altas-hospitalarias-segun-el-sexo-el-diagnostico-principal-la-provincia-comunidad-y-ciudad-autonoma-de-hospitalizacion-identificador-api-49025,aulas hospitalarias,andalucia,title,Altas hospitalarias,direct_match,true
humano_2,55||l01081691-calendaris-de-dies-festius,55,l01081691-calendaris-de-dies-festius,dgt,,,,unrelated,false
humano_2,54||residuos_peligrosos_tratamiento,54,residuos_peligrosos_tratamiento,residuos,,title,Tratamiento de residuos,direct_match,true
humano_2,102||l01140431-gestion-de-residuos-epremasa1,102,l01140431-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false
humano_2,25||educa-colegios,25,educa-colegios,centros educativos,,title,Centros de Educación,direct_match,true
humano_2,73||turismo-casas-rurales,73,turismo-casas-rurales,hoteles,,title,Casas rurales turísticas,direct_match,true
humano_2,3||a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,3,a05003423-hogares-segun-deficiencias-de-la-vivienda-y-tipos-de-viviendas-canarias-2007,vivienda,,title,Hogares,direct_match,true
humano_2,18||l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,18,l01280148-parque-vehiculos-automoviles-2013-2015-evolucion,trafico,,title,Parque vehículos-automóviles,subtype,true
humano_2,102||l01280066-servicios-de-autobus1,102,l01280066-servicios-de-autobus1,renfe,,title,Servicios de autobús,direct_match,true
humano_2,126||l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,126,l01080193-tipologias-de-las-placas-fotovoltaicas-municipales-en-la-ciudad-de-barcelona,banderas azules,,,,unrelated,false
humano_2,139||museos-en-la-region-de-murcia,139,museos-en-la-region-de-murcia,arqueologia,,title,Museos en la Región de Murcia,subtype,true
humano_2,25||l03380010-centros-de-educacion,25,l03380010-centros-de-educacion,centros educativos,,title,centros de educacion,direct_match,true
humano_2,66||consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,66,consumo-anual-de-las-familias-de-la-c-a-de-euskadi-y-proporcion-de-familias-consumidoras-por-edad-del-sustentador-principal-y-grupo-de-productos,consumo,,title,Consumo anual,direct_match,true
humano_2,123||l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,123,l01080193-padro-de-vehiculos-evolucion-del-parque-de-vehiculos-de-la-ciutat-de-barcelona,dana,,,,unrelated,false
humano_2,29||ea0001302-estacion-meteorologica-adossat,29,ea0001302-estacion-meteorologica-adossat,temperatura,,title,Estación meteorológica,subtype,true
humano_2,42||l01140253-elecciones1,42,l01140253-elecciones1,elecciones,,title,Elecciones,direct_match,true
humano_2,140||l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,140,l01080193-valores-catastrales-de-los-cargos-de-la-ciudad-de-barcelona,cartografia,,title,Valores catastrales,subtype,true
humano_2,16||l01030092-bajas-en-padron,16,l01030092-bajas-en-padron,agua,,,,unrelated,false
humano_2,114||a17002943-transportistas-de-ganado1,114,a17002943-transportistas-de-ganado1,movilidad,,title,Transportistas,subtype,true
humano_2,37||a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,37,a07002862-consumos-horarios-de-electricidad-de-los-hospitales-de-castilla-y-leon1,energia,,title,Consumos horarios de electricidad,direct_match,true
